term	first_stage	exact_hit	lower_hit	is_illegible	dict_candidates	matcher_candidates	uuid_overlap	max_frequency
Md	mnt	True	True	False	1	7	1	1613
Md.	mnt	True	True	False	1	7	1	490
Mead house	unmatched	False	False	False	0	0	0	0
Meadersville	spelling	False	False	False	0	1	0	0
Meadview	mnt	True	True	False	1	1	1	4
Meadville	mnt	True	True	False	8	12	8	43
Mebane	mnt	True	True	False	1	4	1	22
Mechanicsburg	mnt	True	True	False	10	10	10	18
Mechanicsville	mnt	True	True	False	19	20	19	10
Meckelburg	mnt	True	True	False	1	1	1	2
Medford	mnt	True	True	False	18	67	15	60
Media	mnt	True	True	False	4	33	4	26
Medicine Hat	mnt	True	True	False	1	1	1	45
Meeting House Hill	mnt	True	True	False	2	3	2	1
Megs more	unmatched	False	False	False	0	0	0	0
Meigs County	mnt	False	False	False	0	3	0	0
Meinke hospital	unmatched	False	False	False	0	0	0	0
Melbourne	mnt	True	True	False	15	19	14	85
Melinda Street	unmatched	False	False	False	0	0	0	0
Melrose	mnt	True	True	False	44	48	41	30
Memorial Congregational Church	unmatched	False	False	False	0	0	0	0
Memorial Hospice Unit	unmatched	False	False	False	0	0	0	0
Memorial Hospital	unmatched	True	True	False	56	0	0	2
Memoring Hospital	unmatched	False	False	False	0	0	0	0
Memphis	mnt	True	True	False	13	11	10	154
Memphis (memphis)	unmatched	False	False	False	0	0	0	0
Mendville	spelling	False	False	False	0	10	0	0
Menomonie	mnt	True	True	False	3	3	2	27
Meppert	unmatched	False	False	False	0	0	0	0
Merced	mnt	True	True	False	3	26	2	153
Mercer County	transform	False	False	False	0	16	0	0
Mercer County Clerk's Office	unmatched	False	False	False	0	0	0	0
Merck Rod and Gun Club at Runkles Gap	unmatched	False	False	False	0	0	0	0
Mercy Hospital	mnt	True	True	False	4	1	1	2
Mercy Hospital and Medical Center in Chicago	unmatched	False	False	False	0	0	0	0
Mercy Hospital in Valley City	unmatched	False	False	False	0	0	0	0
Mercy Medical Center in Des Moines	unmatched	False	False	False	0	0	0	0
Mercy Medical Center in Durango	unmatched	False	False	False	0	0	0	0
Mercy hospital in Oelwein	unmatched	False	False	False	0	0	0	0
Meriden Avenue	unmatched	False	False	False	0	0	0	0
Meriden Nursing Home	unmatched	False	False	False	0	0	0	0
Merrill Hospital	unmatched	False	False	False	0	0	0	0
Merrimack	mnt	True	True	False	8	14	4	263
Merrimacport	mnt	True	True	False	1	1	1	2
Merritt Island	mnt	True	True	False	1	2	1	10
Mervill street	unmatched	False	False	False	0	0	0	0
Metes County	spelling	False	False	False	0	4	0	0
Methodist Episcopal parsonage	unmatched	False	False	False	0	0	0	0
Methodist Home	unmatched	False	False	False	0	0	0	0
Methodist Hospital (in Lubbock)	unmatched	False	False	False	0	0	0	0
Methodist church	pa_name	False	False	False	0	1	0	0
Methodist church parsonage	unmatched	False	False	False	0	0	0	0
Methodist parsonage	unmatched	False	False	False	0	0	0	0
Methodist university	unmatched	False	False	False	0	0	0	0
Methuen	mnt	True	True	False	1	2	1	33
Mex.	mnt	True	True	False	1	11	1	2
Mexican-style canyon ranch home	unmatched	False	False	False	0	0	0	0
Mexico	mnt	True	True	False	13	14	12	511
Mexico City	mnt	True	True	False	1	1	1	16
Mexley	spelling	False	False	False	0	14	0	0
Meyersalde	unmatched	False	False	False	0	0	0	0
Mhinebeck	spelling	False	False	False	0	1	0	0
Mi	mnt	True	True	False	1	8	1	3474
Miami	mnt	True	True	False	23	24	21	223
Miami County	mnt	False	False	False	0	3	0	0
Miami Route 1	mnt	False	False	False	0	3	0	0
Miami county Almshouse	unmatched	False	False	False	0	0	0	0
Miami township	transform	False	False	False	0	10	0	0
Miami-Dade	mnt	True	True	False	1	1	1	189
Miamisburg	mnt	True	True	False	1	1	1	18
Mich	mnt	True	True	False	1	8	1	636
Mich.	mnt	True	True	False	1	8	1	697
Michael Funeral Home	unmatched	False	False	False	0	0	0	0
Michigan	mnt	True	True	False	16	9	8	18144
Mick	mnt	True	True	False	1	1	1	1
Mid dietown	unmatched	False	False	False	0	0	0	0
Middle Granville	mnt	True	True	False	1	1	1	7
Middle Hatlam	unmatched	False	False	False	0	0	0	0
Middle burgh	spelling	False	False	False	0	1	0	0
Middleford bridge	unmatched	False	False	False	0	0	0	0
Middleton	mnt	True	True	False	64	82	56	64
Middletown	mnt	True	True	False	37	84	35	83
Midland	mnt	True	True	False	38	37	35	100
Midvale Methodist Church parsonage	unmatched	False	False	False	0	0	0	0
Midwest Old Threshers grounds	unmatched	False	False	False	0	0	0	0
Mijika	spelling	False	False	False	0	1	0	0
Mil ford	spelling	False	False	False	0	49	0	0
Mila	mnt	True	True	False	1	3	1	4
Milcottville	unmatched	False	False	False	0	0	0	0
Mile 165	unmatched	False	False	False	0	0	0	0
Miles City	mnt	True	True	False	2	2	2	23
Milford County	spelling	False	False	False	0	27	0	0
Mill Spring	mnt	True	True	False	3	5	3	10
Mill St.	unmatched	False	False	False	0	0	0	0
Mille Lacs County	transform	False	False	False	0	1	0	0
Millfield	mnt	True	True	False	2	7	2	6
Millsville	mnt	True	True	False	2	40	2	1
Millvale	mnt	True	True	False	3	10	3	15
Millville	mnt	True	True	False	31	39	29	23
MillvilleShandon Rd	unmatched	False	False	False	0	0	0	0
Millwood	mnt	True	True	False	21	31	20	8
Millz county	spelling	False	False	False	0	25	0	0
Milo Township	transform	False	False	False	0	2	0	0
Milrulong	spelling	False	False	False	0	1	0	0
Milton	mnt	True	True	False	85	171	67	41
Milton? or her home in Janesville	unmatched	False	False	False	0	0	0	0
Miltown Malbay	spelling	False	False	False	0	1	0	0
Milwaukee	mnt	True	True	False	6	6	5	481
Mimbres	mnt	True	True	False	2	2	2	4
Mineral County	transform	False	False	False	0	6	0	0
Mineral Point	mnt	True	True	False	3	3	3	15
Mineral Ridge	mnt	True	True	False	1	1	1	9
Mineral Springs	mnt	True	True	False	19	21	19	9
Minewell	unmatched	False	False	False	0	0	0	0
MingoPike section	unmatched	False	False	False	0	0	0	0
Minn	mnt	True	True	False	1	5	1	661
Minn.	mnt	True	True	False	1	5	1	629
Minneapolis	mnt	True	True	False	4	3	3	302
Minnesota	mnt	True	True	False	18	7	7	17881
Minnesota 65 about three miles north of Mora	unmatched	False	False	False	0	0	0	0
Minot	mnt	True	True	False	5	19	5	20
Mint ter	unmatched	False	False	False	0	0	0	0
Mishawaka	mnt	True	True	False	3	3	3	32
Mishicuit	unmatched	False	False	False	0	0	0	0
Misovlordin Hospital	unmatched	False	False	False	0	0	0	0
Miss	mnt	True	True	False	3	10	3	258
Miss Smith's home on Bull Run battlefield	unmatched	False	False	False	0	0	0	0
Miss Smith's room in a local hotel	unmatched	False	False	False	0	0	0	0
Miss.	mnt	True	True	False	1	11	1	381
Mission	mnt	True	True	False	17	17	16	17
Mississippi	mnt	True	True	False	14	10	10	10947
Mississippi 16	unmatched	False	False	False	0	0	0	0
Mississippi River south of Greenville	unmatched	False	False	False	0	0	0	0
Mississippi river island near Hughes	unmatched	False	False	False	0	0	0	0
Missoula	mnt	True	True	False	2	2	2	91
Missouri	mnt	True	True	False	14	7	7	22214
Missouri (near Browning)	unmatched	False	False	False	0	0	0	0
Missouri City	mnt	True	True	False	2	2	2	16
Missouri River	unmatched	False	False	False	0	0	0	0
Missouri and Kansas	unmatched	False	False	False	0	0	0	0
Mitchell	mnt	True	True	False	35	39	33	115
Mitchell Catholic Cemetery	unmatched	False	False	False	0	0	0	0
Mitchell R3	unmatched	False	False	False	0	0	0	0
Mitchell's apartment above Paul's Restaurant and Bar	unmatched	False	False	False	0	0	0	0
Mitrono	unmatched	False	False	False	0	0	0	0
Ml Hospital	unmatched	False	False	False	0	0	0	0
Ml.	mnt	False	False	False	0	1	0	0
Mo	mnt	True	True	False	3	8	3	3293
Mo.	mnt	True	True	False	1	7	1	959
Moberly	mnt	True	True	False	3	4	3	35
Mobile home on Transmitter Road	unmatched	False	False	False	0	0	0	0
Mockingport	spelling	False	False	False	0	1	0	0
Model Trailer Court near Fairborn	unmatched	False	False	False	0	0	0	0
Mohave County	transform	False	False	False	0	3	0	0
Mokonjo	unmatched	False	False	False	0	0	0	0
Moline	mnt	True	True	False	5	19	5	69
Mollls	spelling	False	False	False	0	1	0	0
Molong	mnt	True	True	False	1	3	1	3
Monaghan Township	transform	False	False	False	0	1	0	0
Monclova Mex.	unmatched	False	False	False	0	0	0	0
Monessen	mnt	True	True	False	1	1	1	31
Moniteau County	transform	False	False	False	0	1	0	0
Monkland	mnt	True	True	False	2	3	2	3
Monmouth	mnt	True	True	False	15	11	11	434
Monmouth County	mnt	False	False	False	0	1	0	0
Monomoy	unmatched	False	False	False	0	0	0	0
Monongahela hospital	unmatched	False	False	False	0	0	0	0
Monongalea County Hospital	unmatched	False	False	False	0	0	0	0
Monongalia County	mnt	False	False	False	0	1	0	0
Monongalia Geneva Hospital	unmatched	False	False	False	0	0	0	0
Monroe	mnt	True	True	False	127	124	120	394
Monroe Center	mnt	True	True	False	5	5	5	7
Monroe City	mnt	True	True	False	5	5	5	15
Monroe Township	mnt	False	False	False	0	3	0	0
Monroe Township farm	unmatched	False	False	False	0	0	0	0
Monroe county	transform	False	True	False	2	19	0	1
Monroe township	mnt	False	False	False	0	3	0	0
Mont Claire	spelling	False	False	False	0	4	0	0
Mont Nebo	pa_name	False	False	False	0	1	0	0
Mont.	mnt	True	True	False	1	11	1	4
Montague Co.	transform	False	False	False	0	4	0	0
Montana	mnt	True	True	False	16	22	9	6664
Montana (Custer County)	unmatched	False	False	False	0	0	0	0
Montclair	mnt	True	True	False	12	14	12	24
Montego Bay	mnt	True	True	False	2	2	2	3
Monterey	mnt	True	True	False	29	31	25	190
Montgomery	mnt	True	True	False	74	57	57	1062
Montgomery County	transform	False	False	False	0	18	0	0
Montgomery county	transform	False	False	False	0	18	0	0
Monticello jail	unmatched	False	False	False	0	0	0	0
Montique Avenue Methodist Church	unmatched	False	False	False	0	0	0	0
Montpelier	mnt	True	True	False	19	21	18	20
Montreal	mnt	True	True	False	6	8	5	95
Montreal northend	unmatched	False	False	False	0	0	0	0
Moon Run	mnt	True	True	False	1	1	1	7
Moonambool	unmatched	False	False	False	0	0	0	0
Moonshire	spelling	False	False	False	0	2	0	0
Mooreland	mnt	True	True	False	7	25	6	11
Mooresville	mnt	True	True	False	11	17	11	19
Mooresville area (old Wedner farm)	unmatched	False	False	False	0	0	0	0
Moorool bark	spelling	False	False	False	0	1	0	0
Moorsville cemetery	unmatched	False	False	False	0	0	0	0
Moose Jaw	mnt	True	True	False	2	2	2	14
Moose Jaw Old folks home	unmatched	False	False	False	0	0	0	0
More county	unmatched	False	False	False	0	0	0	0
Moren bach	unmatched	False	False	False	0	0	0	0
Morenci	mnt	True	True	False	2	2	2	11
Morgan Co.	transform	False	False	False	0	36	0	0
Morgan County	mnt	False	False	False	0	27	0	0
Morgan County Hospital	unmatched	False	False	False	0	0	0	0
Morgan Drive	unmatched	False	False	False	0	0	0	0
Morgan home on Ohio street	unmatched	False	False	False	0	0	0	0
Morgantown	mnt	True	True	False	13	17	13	45
Morley	mnt	True	True	False	15	61	12	32
Morningside Court	unmatched	False	False	False	0	0	0	0
Morris limestone quarry	unmatched	False	False	False	0	0	0	0
Morrison	mnt	True	True	False	18	18	13	157
Morrison Community hospital	mnt	False	False	False	0	1	0	0
Morrison rest home	unmatched	False	False	False	0	0	0	0
Morrisville	mnt	True	True	False	14	17	12	17
Mortclair	spelling	False	False	False	0	12	0	0
Morton Gr.	unmatched	False	False	False	0	0	0	0
Moscow	mnt	True	True	False	27	29	27	18
Moses Bottom	unmatched	False	False	False	0	0	0	0
Moss Beach Rehabilitation	unmatched	False	False	False	0	0	0	0
Moss Point and Pascagoula	unmatched	False	False	False	0	0	0	0
Motherhouse in Rochester	unmatched	False	False	False	0	0	0	0
Moundville	mnt	True	True	False	3	11	3	14
Mount Desart	unmatched	True	True	False	1	0	0	1
Mount Dora	mnt	True	True	False	2	2	2	10
Mount Gilead	name_variant	True	True	False	2	9	2	8
Mount Holly	mnt	True	True	False	7	10	7	12
Mount Hope Hospital	unmatched	False	False	False	0	0	0	0
Mount Jefferson	name_variant	False	False	False	0	2	0	0
Mount Larabie	unmatched	False	False	False	0	0	0	0
Mount Moriah cemetery	mnt	False	True	False	2	4	2	1
Mount Olive Baptist Church	unmatched	False	False	False	0	0	0	0
Mount Pleasant	mnt	True	True	False	45	82	40	15
Mount Pleasant road	unmatched	False	False	False	0	0	0	0
Mount St. Clare	unmatched	False	False	False	0	0	0	0
Mount Sterling Methodist Church	unmatched	False	False	False	0	0	0	0
Mount Union	name_variant	True	True	False	2	10	2	9
Mount Vernon	name_variant	True	True	False	23	37	23	14
Mount Vernon Place Church South	unmatched	False	False	False	0	0	0	0
Mount Zion apartment	unmatched	False	False	False	0	0	0	0
Mountain Chime	unmatched	False	False	False	0	0	0	0
Mountain Lake Estate	unmatched	False	False	False	0	0	0	0
Mr. Blythe's home	unmatched	False	False	False	0	0	0	0
Mr. Lee estate	unmatched	False	False	False	0	0	0	0
Mr. and Mrs Frank P. Corrick 400 South Thirtieth street	unmatched	False	False	False	0	0	0	0
Mr. and Mrs. Frederick Reid Guardineer at Hastings onBudsen	unmatched	False	False	False	0	0	0	0
Mr. and Mrs. George Melnisre	unmatched	False	False	False	0	0	0	0
Mr. and Mrs. Jim Berry's home	unmatched	False	False	False	0	0	0	0
Mr. and Mrs. Peterson	unmatched	False	False	False	0	0	0	0
Mr. and Mrs. S. A. Mathews	unmatched	False	False	False	0	0	0	0
Mr. and Mrs. Steve Buchta of Sixth avenue	unmatched	False	False	False	0	0	0	0
Mr. and Mrs. William E. Crawford's home	unmatched	False	False	False	0	0	0	0
Mrs Lillard D Rollins	unmatched	False	False	False	0	0	0	0
Mrs. Amanda Moores	unmatched	False	False	False	0	0	0	0
Mrs. B. F. Steelsmith	unmatched	False	False	False	0	0	0	0
Mrs. Carl W. Kain	unmatched	False	False	False	0	0	0	0
Mrs. Carpenter's home	unmatched	False	False	False	0	0	0	0
Mrs. Edward Davis's house	unmatched	False	False	False	0	0	0	0
Mrs. Frank Koeman	unmatched	False	False	False	0	0	0	0
Mrs. Grove's home	unmatched	False	False	False	0	0	0	0
Mrs. H. L. Van Deusen	unmatched	False	False	False	0	0	0	0
Mrs. J. W. Roodwell	unmatched	False	False	False	0	0	0	0
Mrs. Joe McKee	unmatched	False	False	False	0	0	0	0
Mrs. John Reed	unmatched	False	False	False	0	0	0	0
Mrs. Joseph Clemens	unmatched	False	False	False	0	0	0	0
Mrs. L. V. Haegg's home	unmatched	False	False	False	0	0	0	0
Mrs. P.O. Dale)	unmatched	False	False	False	0	0	0	0
Mrs. Paul Blanchard	unmatched	False	False	False	0	0	0	0
Mrs. Raymond Torge	unmatched	False	False	False	0	0	0	0
Mrs. Robert Gaston	unmatched	False	False	False	0	0	0	0
Mrs. Robert McMillan	unmatched	False	False	False	0	0	0	0
Mrs. Sallys house	unmatched	False	False	False	0	0	0	0
Mrs. Samuel Hill	unmatched	False	False	False	0	0	0	0
Mrs. Thelma Stacy	unmatched	False	False	False	0	0	0	0
Mrs. W. J. Draper	unmatched	False	False	False	0	0	0	0
Mrs. William McCullough	unmatched	False	False	False	0	0	0	0
Mt Auburn	mnt	True	True	False	6	6	6	5
Mt Vernon	mnt	True	True	False	32	36	32	17
Mt. Carmel Methodist Church	unmatched	False	False	False	0	0	0	0
Mt. Carmel-Tabasco Rd	unmatched	False	False	False	0	0	0	0
Mt. Clare	spelling	True	True	False	1	6	1	1
Mt. Lebanon	mnt	True	True	False	1	9	1	3
Mt. Morris	name_variant	True	True	False	5	8	5	7
Mt. Palatine church	unmatched	False	False	False	0	0	0	0
Mt. Pulaski	spelling	True	True	False	1	2	1	6
Mt. St. Vincent Chapel	unmatched	False	False	False	0	0	0	0
Mt. Union	spelling	True	True	False	3	9	3	4
Mt. Washington	spelling	True	True	False	6	8	6	3
Mucle wood Upion hospital	unmatched	False	False	False	0	0	0	0
Mud river	spelling	False	False	False	0	3	0	0
Mugheston	spelling	False	False	False	0	1	0	0
Muhlenburg Regional Medical Center	unmatched	False	False	False	0	0	0	0
Mulberry	mnt	True	True	False	21	22	21	12
Muleshoe Area Medical Center in Muleshoe	unmatched	False	False	False	0	0	0	0
Mult avenue	unmatched	False	False	False	0	0	0	0
Multicare Nursing Center	unmatched	False	False	False	0	0	0	0
Muncie	mnt	True	True	False	3	3	3	48
Munh road near Bowling Green	unmatched	False	False	False	0	0	0	0
Municipal hospital	unmatched	False	False	False	0	0	0	0
Municipality of Silver Creek	unmatched	False	False	False	0	0	0	0
Munising	mnt	True	True	False	1	1	1	20
Murphysboro	mnt	True	True	False	2	2	2	39
Murray Hill Turkish baths	unmatched	False	False	False	0	0	0	0
Murrayville	mnt	True	True	False	4	7	4	10
Muscatine	mnt	True	True	False	2	3	2	117
Musgokee	unmatched	False	False	False	0	0	0	0
Muskingum County	mnt	False	False	False	0	1	0	0
Muskingum River near Bills	unmatched	False	False	False	0	0	0	0
Mz 42nd St.	unmatched	False	False	False	0	0	0	0
N Y.	mnt	True	True	False	1	1	1	1
N.	unmatched	False	False	False	0	0	0	0
N. 8th Street	unmatched	False	False	False	0	0	0	0
N. C.	mnt	True	True	False	1	1	1	1
N. Clark Sr. Unit of Guernsey Memorial Hospital	unmatched	False	False	False	0	0	0	0
N. Clark St. Unit.	unmatched	False	False	False	0	0	0	0
N. D.	unmatched	False	False	False	0	0	0	0
N. F.	unmatched	False	False	False	0	0	0	0
N. H.	mnt	True	True	False	1	1	1	1
N. J	mnt	True	True	False	1	1	1	1
N. J.	mnt	True	True	False	1	1	1	1
N. Laredo	unmatched	False	False	False	0	0	0	0
N. Ridge Rd.	unmatched	False	False	False	0	0	0	0
N. SD.	unmatched	False	False	False	0	0	0	0
N. W. T.	unmatched	False	False	False	0	0	0	0
N. W. Washington	unmatched	False	False	False	0	0	0	0
N. Y.	mnt	True	True	False	2	1	1	2
N. d.	unmatched	False	False	False	0	0	0	0
N.C.	mnt	True	True	False	1	1	1	3
N.C. 218	unmatched	False	False	False	0	0	0	0
N.D	mnt	True	True	False	1	1	1	1
N.D.	mnt	True	True	False	1	1	1	1
N.E.	mnt	True	True	False	1	1	1	1
N.H.	mnt	True	True	False	1	1	1	2
N.J.	mnt	True	True	False	1	1	1	1
N.W.	unmatched	True	True	False	1	0	0	1
N.Y.	mnt	True	True	False	2	1	1	3
N.Y. RD 1	transform	False	False	False	0	1	0	0
NH	mnt	True	True	False	1	2	1	834
NJ	mnt	True	True	False	1	1	1	2859
NL	mnt	False	False	False	0	2	0	0
NM	mnt	True	True	False	1	2	1	750
NS..	abbreviation	False	False	False	0	1	0	0
NW.	unmatched	False	False	False	0	0	0	0
NY	mnt	True	True	False	3	12	2	6035
Nakina community	transform	False	False	False	0	3	0	0
Napier	mnt	True	True	False	10	11	10	7
Napoleon	mnt	True	True	False	10	11	10	19
Nasafa Street	unmatched	False	False	False	0	0	0	0
Nashua	mnt	True	True	False	9	11	8	58
Nashville	mnt	True	True	False	26	38	24	133
Nation City	unmatched	False	False	False	0	0	0	0
National Soldiers sanitarium	unmatched	False	False	False	0	0	0	0
Naugatuck	mnt	True	True	False	3	5	2	30
Nauvoo United Brethren church	unmatched	False	False	False	0	0	0	0
Navajo Indian reservation	mnt	False	False	False	0	1	0	0
Navajo Nation	mnt	True	True	False	1	1	1	2
Naval Air Station Dallas	unmatched	False	False	False	0	0	0	0
Naval Hospital in Bainbridge	unmatched	False	False	False	0	0	0	0
Navapache Hospital	unmatched	False	False	False	0	0	0	0
Navapache Regional Medical Center	unmatched	False	False	False	0	0	0	0
Navarre	mnt	True	True	False	7	12	7	10
Navy	mnt	True	True	False	3	2	2	1
Nazareth church	unmatched	False	False	False	0	0	0	0
Nb.	mnt	False	False	False	0	2	0	0
Ne.	mnt	True	True	False	1	7	1	30
Near County Hospital	unmatched	False	False	False	0	0	0	0
Near Grafton	transform	False	False	False	0	51	0	0
Near Kearneyville	spelling	False	False	False	0	1	0	0
Near Manchester	transform	False	False	False	0	54	0	0
Near Marysville farm	unmatched	False	False	False	0	0	0	0
Near Ringwood	transform	False	False	False	0	16	0	0
Near Sabillasville	transform	False	False	False	0	1	0	0
Near the 14-story tower at the Fisher Flouring Mills	unmatched	False	False	False	0	0	0	0
